order_id,date,customer_name,product,quantity,unit_price,total,region,sales_rep
ORD-0297,2023-05-01,XYZ Inc,Monitor,6,106.52,639.12,West,Jane Smith
ORD-0298,2023-08-27,Small Business,Keyboard,6,280.08,1680.48,North,Charlie Wilson
ORD-0299,2023-06-21,Startup Co,Monitor,3,364.96,1094.8799999999999,Central,Charlie Wilson
ORD-0300,2023-12-09,Acme Corp,Keyboard,5,192.94,964.7,North,Bob Johnson
ORD-0301,2023-08-23,Global Industries,Laptop,2,816.09,1632.18,Central,Jane Smith
ORD-0302,2023-03-13,Global Industries,Laptop,1,141.36,141.36,South,Jane Smith
ORD-0303,2023-12-17,XYZ Inc,Tablet,10,477.15,4771.5,Central,Alice Brown
ORD-0304,2023-06-29,XYZ Inc,Keyboard,2,137.27,274.54,South,Jane Smith
ORD-0305,2023-10-05,Global Industries,Webcam,8,680.94,5447.52,East,Bob Johnson
ORD-0306,2023-07-21,Mega Corp,Headphones,7,159.01,1113.07,South,Alice Brown
ORD-0307,2023-11-29,Acme Corp,Phone,8,203.14,1625.12,North,Alice Brown
ORD-0308,2023-04-27,Global Industries,Laptop,1,116.66,116.66,West,Jane Smith
ORD-0309,2023-07-16,Mega Corp,Laptop,9,505.93,4553.37,East,Alice Brown
ORD-0310,2023-09-13,Startup Co,Mouse,4,455.72,1822.88,West,John Doe
ORD-0311,2023-10-04,Startup Co,Laptop,1,47.69,47.69,Central,Charlie Wilson
ORD-0312,2023-01-23,Tech Solutions,Phone,4,515.4,2061.6,East,Bob Johnson
ORD-0313,2023-09-13,XYZ Inc,Phone,9,856.04,7704.36,East,Charlie Wilson
ORD-0314,2023-08-27,Global Industries,Phone,3,197.81,593.4300000000001,North,John Doe
ORD-0315,2023-11-05,Enterprise Ltd,Keyboard,3,733.24,2199.7200000000003,North,Jane Smith
ORD-0316,2023-11-08,XYZ Inc,Headphones,10,114.43,1144.3000000000002,South,Alice Brown
ORD-0317,2023-02-17,Startup Co,Phone,6,995.34,5972.04,South,Bob Johnson
ORD-0318,2023-12-24,Tech Solutions,Laptop,8,803.73,6429.84,North,John Doe
ORD-0319,2023-12-13,Small Business,Webcam,5,397.57,1987.85,South,Bob Johnson
ORD-0320,2023-02-24,Mega Corp,Headphones,1,521.01,521.01,North,Alice Brown
ORD-0321,2023-03-26,Tech Solutions,Tablet,8,929.79,7438.32,South,Alice Brown
ORD-0322,2023-04-14,Enterprise Ltd,Phone,5,885.17,4425.849999999999,South,Charlie Wilson
ORD-0323,2023-12-22,Enterprise Ltd,Keyboard,8,958.82,7670.56,North,Alice Brown
ORD-0324,2023-09-19,Enterprise Ltd,Monitor,9,196.56,1769.04,Central,Bob Johnson
ORD-0325,2023-03-05,Small Business,Laptop,7,67.74,474.17999999999995,Central,Alice Brown
ORD-0326,2023-08-09,Acme Corp,Mouse,8,59.66,477.28,Central,Bob Johnson
ORD-0327,2023-04-17,Acme Corp,Phone,8,833.26,6666.08,South,Alice Brown
ORD-0328,2023-01-03,Tech Solutions,Headphones,1,854.27,854.27,East,Alice Brown
ORD-0329,2023-04-02,Mega Corp,Mouse,4,417.66,1670.64,North,Bob Johnson
ORD-0330,2023-09-03,Acme Corp,Keyboard,10,620.95,6209.5,West,Charlie Wilson
ORD-0331,2023-11-01,Enterprise Ltd,Tablet,2,639.47,1278.94,East,Alice Brown
ORD-0332,2023-07-30,Acme Corp,Phone,10,207.14,2071.3999999999996,West,Alice Brown
ORD-0333,2023-07-10,Global Industries,Laptop,5,419.5,2097.5,West,John Doe
ORD-0334,2023-04-25,Acme Corp,Tablet,7,376.65,2636.5499999999997,East,John Doe
ORD-0335,2023-12-30,Global Industries,Webcam,10,290.82,2908.2,East,Charlie Wilson
ORD-0336,2023-07-31,Global Industries,Monitor,3,518.43,1555.29,North,Bob Johnson
ORD-0337,2023-11-30,Small Business,Mouse,9,985.21,8866.89,Central,Jane Smith
ORD-0338,2023-07-11,XYZ Inc,Monitor,4,57.1,228.4,West,John Doe
ORD-0339,2023-03-02,Small Business,Tablet,7,794.02,5558.139999999999,North,Bob Johnson
ORD-0340,2023-11-16,Enterprise Ltd,Mouse,9,562.22,5059.9800000000005,Central,Bob Johnson
ORD-0341,2023-04-03,Startup Co,Laptop,9,286.6,2579.4,North,Alice Brown
ORD-0342,2023-10-06,Startup Co,Tablet,7,487.27,3410.89,West,John Doe
ORD-0343,2023-12-15,Global Industries,Tablet,6,695.32,4171.92,East,Jane Smith
ORD-0344,2023-02-13,Mega Corp,Mouse,3,205.81,617.4300000000001,West,John Doe
ORD-0345,2023-05-09,XYZ Inc,Laptop,5,264.82,1324.1,Central,Jane Smith
ORD-0346,2023-09-05,Global Industries,Headphones,8,157.31,1258.48,West,John Doe
ORD-0347,2023-04-06,Small Business,Headphones,5,737.55,3687.75,East,Charlie Wilson
ORD-0348,2023-09-24,Small Business,Webcam,2,157.62,315.24,North,Charlie Wilson
ORD-0349,2023-03-15,Small Business,Mouse,5,457.34,2286.7,North,Bob Johnson
ORD-0350,2023-09-12,Small Business,Laptop,10,239.16,2391.6,South,Bob Johnson
ORD-0351,2023-10-19,Global Industries,Phone,9,577.2,5194.8,South,John Doe
ORD-0352,2023-10-01,Startup Co,Headphones,8,554.58,4436.64,Central,Alice Brown
ORD-0353,2023-10-17,Startup Co,Headphones,9,877.88,7900.92,Central,Charlie Wilson
ORD-0354,2023-02-25,Acme Corp,Headphones,1,962.67,962.67,West,Charlie Wilson
ORD-0355,2023-09-02,Startup Co,Webcam,7,524.58,3672.0600000000004,Central,Bob Johnson
ORD-0356,2023-02-28,XYZ Inc,Phone,10,745.36,7453.6,Central,John Doe
ORD-0357,2023-06-10,Enterprise Ltd,Tablet,6,674.08,4044.4800000000005,South,Charlie Wilson
ORD-0358,2023-02-23,XYZ Inc,Tablet,7,393.23,2752.61,West,Charlie Wilson
ORD-0359,2023-04-06,Small Business,Keyboard,10,632.87,6328.7,Central,Charlie Wilson
ORD-0360,2023-12-18,XYZ Inc,Webcam,1,783.38,783.38,South,John Doe
ORD-0361,2023-11-02,Enterprise Ltd,Headphones,1,580.87,580.87,East,Alice Brown
ORD-0362,2023-03-01,Mega Corp,Headphones,1,63.68,63.68,Central,John Doe
ORD-0363,2023-05-30,Enterprise Ltd,Webcam,5,131.85,659.25,South,Charlie Wilson
ORD-0364,2023-10-05,Mega Corp,Monitor,2,144.49,288.98,North,Charlie Wilson
ORD-0365,2023-09-12,Small Business,Phone,6,744.0,4464.0,North,Jane Smith
ORD-0366,2023-11-03,XYZ Inc,Phone,9,821.81,7396.289999999999,East,Alice Brown
ORD-0367,2023-08-10,Startup Co,Keyboard,7,474.72,3323.04,West,Charlie Wilson
ORD-0368,2023-02-08,Acme Corp,Keyboard,5,358.97,1794.8500000000001,West,Jane Smith
ORD-0369,2023-01-13,Global Industries,Headphones,10,707.46,7074.6,North,Charlie Wilson
ORD-0370,2023-01-10,Enterprise Ltd,Keyboard,7,805.53,5638.71,North,Charlie Wilson
ORD-0371,2023-09-29,Acme Corp,Webcam,9,616.16,5545.44,Central,Charlie Wilson
ORD-0372,2023-02-06,XYZ Inc,Tablet,6,196.79,1180.74,South,John Doe
ORD-0373,2023-10-28,Enterprise Ltd,Keyboard,4,360.57,1442.28,West,Jane Smith
ORD-0374,2023-08-19,Enterprise Ltd,Headphones,2,400.84,801.68,West,Charlie Wilson
ORD-0375,2023-11-12,Small Business,Phone,8,907.03,7256.24,West,John Doe
ORD-0376,2023-02-08,Mega Corp,Mouse,2,151.0,302.0,South,John Doe
ORD-0377,2023-01-12,Acme Corp,Mouse,6,620.98,3725.88,South,Bob Johnson
ORD-0378,2023-03-01,Enterprise Ltd,Tablet,3,395.37,1186.1100000000001,West,Jane Smith
ORD-0379,2023-03-23,Enterprise Ltd,Laptop,10,921.49,9214.9,Central,Alice Brown
ORD-0380,2023-07-11,Global Industries,Keyboard,10,503.61,5036.1,West,Bob Johnson
ORD-0381,2023-11-03,Small Business,Monitor,2,968.51,1937.02,East,Bob Johnson
ORD-0382,2023-12-10,XYZ Inc,Mouse,5,191.58,957.9000000000001,East,Charlie Wilson
ORD-0383,2023-07-06,Global Industries,Headphones,5,918.53,4592.65,North,Alice Brown
ORD-0384,2023-03-21,Acme Corp,Phone,1,826.11,826.11,North,John Doe
ORD-0385,2023-08-26,Mega Corp,Phone,5,523.29,2616.45,East,Bob Johnson
ORD-0386,2023-12-24,Mega Corp,Mouse,6,835.04,5010.24,South,Jane Smith
ORD-0387,2023-02-04,Startup Co,Phone,2,496.93,993.86,West,Jane Smith
ORD-0388,2023-10-26,XYZ Inc,Keyboard,8,64.81,518.48,Central,Charlie Wilson
ORD-0389,2023-04-06,Tech Solutions,Webcam,10,238.42,2384.2,East,Alice Brown
ORD-0390,2023-04-09,Tech Solutions,Headphones,8,542.39,4339.12,Central,Bob Johnson
ORD-0391,2023-08-10,Small Business,Monitor,2,31.94,63.88,Central,Jane Smith
ORD-0392,2023-05-07,XYZ Inc,Webcam,9,310.57,2795.13,South,John Doe
ORD-0393,2023-01-28,Enterprise Ltd,Monitor,6,512.48,3074.88,West,Jane Smith
ORD-0394,2023-01-10,Global Industries,Tablet,2,284.76,569.52,West,Bob Johnson
ORD-0395,2023-01-22,XYZ Inc,Keyboard,7,228.87,1602.0900000000001,Central,Bob Johnson
ORD-0396,2023-01-19,Tech Solutions,Webcam,8,899.86,7198.88,North,Bob Johnson
ORD-0397,2023-03-31,Enterprise Ltd,Tablet,3,23.65,70.94999999999999,South,Charlie Wilson
ORD-0398,2023-08-23,Acme Corp,Tablet,5,931.84,4659.2,North,John Doe
ORD-0399,2023-08-01,Tech Solutions,Mouse,10,777.73,7777.3,East,John Doe
ORD-0400,2023-10-18,Tech Solutions,Tablet,1,656.69,656.69,East,Charlie Wilson
ORD-0401,2023-05-25,Mega Corp,Mouse,10,843.77,8437.7,North,Jane Smith
ORD-0402,2023-11-30,XYZ Inc,Mouse,1,453.12,453.12,Central,Bob Johnson
ORD-0403,2023-12-11,Startup Co,Phone,6,441.56,2649.36,South,Jane Smith
ORD-0404,2023-02-24,XYZ Inc,Phone,10,157.36,1573.6000000000001,Central,Jane Smith
ORD-0405,2023-12-08,Mega Corp,Keyboard,7,540.68,3784.7599999999998,East,Jane Smith
ORD-0406,2023-08-03,Acme Corp,Laptop,3,50.52,151.56,South,John Doe
ORD-0407,2023-06-14,Small Business,Laptop,9,598.32,5384.88,Central,Jane Smith
ORD-0408,2023-04-26,Small Business,Keyboard,2,932.35,1864.7,East,Charlie Wilson
ORD-0409,2023-06-03,Global Industries,Mouse,10,590.39,5903.9,East,Alice Brown
ORD-0410,2023-03-05,Acme Corp,Mouse,4,897.74,3590.96,East,Alice Brown
ORD-0411,2023-04-04,XYZ Inc,Webcam,5,576.59,2882.9500000000003,West,Bob Johnson
ORD-0412,2023-02-10,Startup Co,Laptop,10,212.55,2125.5,West,Charlie Wilson
ORD-0413,2023-06-27,Startup Co,Webcam,6,799.02,4794.12,Central,Jane Smith
ORD-0414,2023-01-31,Startup Co,Headphones,1,548.24,548.24,West,Charlie Wilson
ORD-0415,2023-08-26,Enterprise Ltd,Keyboard,9,559.69,5037.210000000001,West,Jane Smith
ORD-0416,2023-12-09,Small Business,Monitor,8,876.57,7012.56,North,Jane Smith
ORD-0417,2023-04-28,Acme Corp,Monitor,4,353.72,1414.88,West,Charlie Wilson
ORD-0418,2023-07-22,Mega Corp,Webcam,2,247.05,494.1,West,Bob Johnson
ORD-0419,2023-01-28,XYZ Inc,Tablet,7,923.28,6462.96,East,John Doe
ORD-0420,2023-12-16,Startup Co,Headphones,7,187.31,1311.17,West,Jane Smith
ORD-0421,2023-05-11,Startup Co,Mouse,7,457.88,3205.16,East,Charlie Wilson
ORD-0422,2023-06-16,Global Industries,Mouse,10,542.32,5423.200000000001,Central,Jane Smith
ORD-0423,2023-09-14,XYZ Inc,Webcam,1,100.41,100.41,Central,Jane Smith
ORD-0424,2023-08-26,Mega Corp,Monitor,7,855.64,5989.48,North,Jane Smith
ORD-0425,2023-01-21,Startup Co,Tablet,9,299.54,2695.86,West,Bob Johnson
ORD-0426,2023-11-05,Enterprise Ltd,Mouse,10,538.17,5381.7,West,Charlie Wilson
ORD-0427,2023-08-05,Acme Corp,Phone,3,711.91,2135.73,South,John Doe
ORD-0428,2023-05-03,XYZ Inc,Keyboard,4,869.93,3479.72,Central,Jane Smith
ORD-0429,2023-10-24,Acme Corp,Tablet,2,41.86,83.72,Central,Bob Johnson
ORD-0430,2023-12-10,Enterprise Ltd,Keyboard,4,37.51,150.04,West,Charlie Wilson
ORD-0431,2023-07-16,Enterprise Ltd,Laptop,6,927.19,5563.14,North,Jane Smith
ORD-0432,2023-01-07,Global Industries,Tablet,2,814.92,1629.84,West,Alice Brown
ORD-0433,2023-05-21,XYZ Inc,Tablet,2,259.07,518.14,Central,Jane Smith
ORD-0434,2023-02-24,Startup Co,Laptop,3,615.77,1847.31,South,Alice Brown
ORD-0435,2023-07-11,Mega Corp,Laptop,10,245.17,2451.7,East,Charlie Wilson
ORD-0436,2023-01-15,XYZ Inc,Headphones,8,11.34,90.72,Central,Charlie Wilson
ORD-0437,2023-12-03,Small Business,Laptop,10,111.03,1110.3,Central,John Doe
ORD-0438,2023-07-04,Mega Corp,Webcam,1,634.42,634.42,Central,Charlie Wilson
ORD-0439,2023-08-13,Tech Solutions,Laptop,7,452.71,3168.97,North,Jane Smith
ORD-0440,2023-08-20,XYZ Inc,Headphones,1,345.78,345.78,North,Charlie Wilson
ORD-0441,2023-03-25,Tech Solutions,Webcam,9,879.72,7917.4800000000005,East,Alice Brown
ORD-0442,2023-06-25,Acme Corp,Tablet,3,770.41,2311.23,North,Alice Brown
ORD-0443,2023-05-27,Acme Corp,Headphones,10,733.22,7332.200000000001,North,Charlie Wilson
ORD-0444,2023-11-02,Mega Corp,Phone,6,139.99,839.94,North,Jane Smith
ORD-0445,2023-01-20,Mega Corp,Tablet,6,494.76,2968.56,East,John Doe
ORD-0446,2023-04-23,XYZ Inc,Monitor,4,798.67,3194.68,South,John Doe
ORD-0447,2023-09-12,Acme Corp,Mouse,2,875.9,1751.8,East,Charlie Wilson
ORD-0448,2023-01-09,Tech Solutions,Tablet,4,960.39,3841.56,Central,John Doe
ORD-0449,2023-09-30,Global Industries,Laptop,9,257.98,2321.82,West,John Doe
ORD-0450,2023-08-03,XYZ Inc,Tablet,9,57.23,515.0699999999999,South,Jane Smith
ORD-0451,2023-12-13,XYZ Inc,Tablet,8,424.73,3397.84,North,Jane Smith
ORD-0452,2023-01-01,Mega Corp,Tablet,7,238.57,1669.99,North,Bob Johnson
ORD-0453,2023-08-14,Acme Corp,Headphones,8,866.29,6930.32,South,Jane Smith
ORD-0454,2023-01-19,Acme Corp,Webcam,9,674.4,6069.599999999999,South,Bob Johnson
ORD-0455,2023-07-05,Global Industries,Laptop,5,737.72,3688.6000000000004,East,Alice Brown
ORD-0456,2023-11-26,Small Business,Keyboard,8,842.87,6742.96,East,Bob Johnson
ORD-0457,2023-03-18,Small Business,Laptop,3,351.32,1053.96,South,John Doe
ORD-0458,2023-11-12,Global Industries,Laptop,1,164.32,164.32,Central,Bob Johnson
ORD-0459,2023-07-18,Tech Solutions,Keyboard,3,88.69,266.07,South,Bob Johnson
ORD-0460,2023-09-03,Tech Solutions,Monitor,8,822.51,6580.08,South,Alice Brown
ORD-0461,2023-11-17,Enterprise Ltd,Tablet,8,253.9,2031.2,East,Jane Smith
ORD-0462,2023-09-01,XYZ Inc,Tablet,6,94.91,569.46,East,Bob Johnson
ORD-0463,2023-01-12,Acme Corp,Keyboard,6,592.0,3552.0,West,Charlie Wilson
ORD-0464,2023-11-28,Startup Co,Headphones,8,322.71,2581.68,North,Jane Smith
ORD-0465,2023-09-02,XYZ Inc,Headphones,7,116.26,813.82,North,Bob Johnson
ORD-0466,2023-05-29,Startup Co,Tablet,3,124.71,374.13,Central,Jane Smith
ORD-0467,2023-04-30,Tech Solutions,Keyboard,10,862.92,8629.199999999999,South,Charlie Wilson
ORD-0468,2023-03-03,Acme Corp,Mouse,4,97.06,388.24,North,John Doe
ORD-0469,2023-04-15,Global Industries,Tablet,4,992.27,3969.08,North,Charlie Wilson
ORD-0470,2023-06-04,Startup Co,Monitor,9,452.93,4076.37,Central,Alice Brown
ORD-0471,2023-01-01,Startup Co,Webcam,6,204.11,1224.66,Central,Alice Brown
ORD-0472,2023-09-04,XYZ Inc,Laptop,3,622.04,1866.12,Central,John Doe
ORD-0473,2023-01-22,Global Industries,Mouse,3,477.46,1432.3799999999999,South,Alice Brown
ORD-0474,2023-03-18,Global Industries,Tablet,8,942.67,7541.36,Central,Jane Smith
ORD-0475,2023-05-30,Global Industries,Mouse,7,595.94,4171.58,Central,Jane Smith
ORD-0476,2023-10-01,Tech Solutions,Laptop,3,295.58,886.74,Central,Bob Johnson
ORD-0477,2023-05-29,Startup Co,Webcam,9,60.31,542.79,West,Alice Brown
ORD-0478,2023-10-29,Mega Corp,Monitor,4,545.75,2183.0,North,Alice Brown
ORD-0479,2023-11-12,Small Business,Phone,6,225.31,1351.8600000000001,West,Alice Brown
ORD-0480,2023-10-20,Mega Corp,Laptop,5,727.87,3639.35,Central,Bob Johnson
ORD-0481,2023-06-27,Startup Co,Mouse,6,570.95,3425.7000000000003,North,Charlie Wilson
ORD-0482,2023-08-02,Enterprise Ltd,Laptop,5,748.75,3743.75,East,Charlie Wilson
ORD-0483,2023-05-28,XYZ Inc,Keyboard,8,947.5,7580.0,Central,John Doe
ORD-0484,2023-02-25,XYZ Inc,Mouse,1,769.99,769.99,North,Bob Johnson
ORD-0485,2023-03-15,XYZ Inc,Headphones,7,969.62,6787.34,Central,John Doe
ORD-0486,2023-01-07,Enterprise Ltd,Webcam,7,85.39,597.73,East,Charlie Wilson
ORD-0487,2023-12-24,Enterprise Ltd,Monitor,6,160.74,964.44,South,Bob Johnson
ORD-0488,2023-08-14,XYZ Inc,Mouse,8,424.07,3392.56,North,Alice Brown
ORD-0489,2023-01-22,Small Business,Keyboard,7,667.8,4674.599999999999,East,Bob Johnson
ORD-0490,2023-04-20,Global Industries,Mouse,3,259.97,779.9100000000001,East,Bob Johnson
ORD-0491,2023-08-14,Startup Co,Laptop,9,301.29,2711.61,West,John Doe
ORD-0492,2023-11-15,Enterprise Ltd,Monitor,5,713.24,3566.2,East,Bob Johnson
ORD-0493,2023-09-26,Small Business,Webcam,8,337.57,2700.56,West,John Doe
ORD-0494,2023-07-10,Small Business,Laptop,1,723.81,723.81,Central,John Doe
ORD-0495,2023-10-03,Tech Solutions,Mouse,9,133.08,1197.72,Central,Bob Johnson
ORD-0496,2023-12-06,Tech Solutions,Phone,10,139.87,1398.7,South,Alice Brown
ORD-0497,2023-02-14,XYZ Inc,Laptop,1,701.09,701.09,South,John Doe
ORD-0498,2023-01-19,Mega Corp,Tablet,5,802.6,4013.0,South,Jane Smith
ORD-0499,2023-11-04,Global Industries,Headphones,1,412.75,412.75,Central,John Doe
ORD-0500,2023-11-16,Global Industries,Phone,6,261.28,1567.6799999999998,West,Alice Brown
ORD-0501,2023-12-03,Global Industries,Tablet,8,498.65,3989.2,North,John Doe
ORD-0502,2023-08-09,Enterprise Ltd,Mouse,10,861.59,8615.9,South,Jane Smith
ORD-0503,2023-02-01,Global Industries,Headphones,4,630.88,2523.52,East,Bob Johnson
ORD-0504,2023-05-07,Small Business,Tablet,9,319.61,2876.4900000000002,North,Jane Smith
ORD-0505,2023-06-26,Mega Corp,Webcam,7,713.4,4993.8,East,Jane Smith
ORD-0506,2023-08-24,Enterprise Ltd,Keyboard,9,591.67,5325.03,East,Alice Brown
ORD-0507,2023-12-20,Mega Corp,Headphones,2,840.02,1680.04,West,Alice Brown
ORD-0508,2023-04-27,XYZ Inc,Keyboard,9,411.75,3705.75,South,Bob Johnson
ORD-0509,2023-05-19,Mega Corp,Keyboard,2,210.66,421.32,South,Jane Smith
ORD-0510,2023-09-28,Mega Corp,Phone,5,742.33,3711.65,East,Jane Smith
ORD-0511,2023-12-21,Startup Co,Tablet,3,568.95,1706.8500000000001,East,John Doe
ORD-0512,2023-02-12,Tech Solutions,Keyboard,7,220.58,1544.0600000000002,North,Charlie Wilson
ORD-0513,2023-09-30,Global Industries,Headphones,9,705.22,6346.9800000000005,East,Charlie Wilson
ORD-0514,2023-10-21,Acme Corp,Webcam,3,359.26,1077.78,North,Jane Smith
ORD-0515,2023-07-20,Mega Corp,Laptop,2,277.94,555.88,South,John Doe
ORD-0516,2023-01-18,Mega Corp,Tablet,2,445.2,890.4,West,Alice Brown
ORD-0517,2023-01-15,Mega Corp,Mouse,10,706.37,7063.7,East,Charlie Wilson
ORD-0518,2023-05-26,Mega Corp,Laptop,5,680.63,3403.15,Central,Charlie Wilson
ORD-0519,2023-03-02,Small Business,Phone,9,444.97,4004.7300000000005,Central,Alice Brown
ORD-0520,2023-07-18,Global Industries,Keyboard,4,389.75,1559.0,North,Jane Smith
ORD-0521,2023-11-04,Small Business,Laptop,4,168.22,672.88,East,Bob Johnson
ORD-0522,2023-08-08,Tech Solutions,Mouse,7,571.56,4000.9199999999996,South,Alice Brown
ORD-0523,2023-01-18,Tech Solutions,Phone,3,942.97,2828.91,West,Alice Brown
ORD-0524,2023-08-06,Mega Corp,Mouse,2,658.62,1317.24,North,Charlie Wilson
ORD-0525,2023-05-06,XYZ Inc,Headphones,1,945.8,945.8,Central,John Doe
ORD-0526,2023-03-01,Enterprise Ltd,Keyboard,4,61.73,246.92,East,Alice Brown
ORD-0527,2023-11-16,Acme Corp,Keyboard,4,175.24,700.96,South,Charlie Wilson
ORD-0528,2023-10-26,XYZ Inc,Monitor,1,277.17,277.17,West,John Doe
ORD-0529,2023-04-07,Tech Solutions,Phone,5,204.07,1020.3499999999999,East,John Doe
ORD-0530,2023-01-09,Tech Solutions,Webcam,2,904.82,1809.64,North,Bob Johnson
ORD-0531,2023-07-08,XYZ Inc,Webcam,3,685.57,2056.71,East,John Doe
ORD-0532,2023-05-05,Mega Corp,Webcam,7,109.75,768.25,South,Alice Brown
ORD-0533,2023-11-21,Acme Corp,Tablet,3,396.16,1188.48,South,John Doe
ORD-0534,2023-12-05,Startup Co,Keyboard,4,611.34,2445.36,East,John Doe
ORD-0535,2023-11-04,Startup Co,Monitor,4,736.77,2947.08,North,Bob Johnson
ORD-0536,2023-07-17,Mega Corp,Phone,2,79.19,158.38,South,Bob Johnson
ORD-0537,2023-06-09,Tech Solutions,Mouse,8,598.71,4789.68,West,Charlie Wilson
ORD-0538,2023-06-17,Mega Corp,Mouse,8,758.99,6071.92,East,Charlie Wilson
ORD-0539,2023-07-10,Small Business,Keyboard,7,527.9,3695.2999999999997,West,Charlie Wilson
ORD-0540,2023-11-13,Global Industries,Headphones,5,971.34,4856.7,Central,John Doe
ORD-0541,2023-10-22,Mega Corp,Keyboard,10,541.32,5413.200000000001,East,Bob Johnson
ORD-0542,2023-06-16,Acme Corp,Monitor,1,178.13,178.13,South,Charlie Wilson
ORD-0543,2023-10-27,Acme Corp,Tablet,5,330.16,1650.8000000000002,West,John Doe
ORD-0544,2023-04-05,Acme Corp,Tablet,10,940.83,9408.300000000001,West,Bob Johnson
ORD-0545,2023-01-27,Startup Co,Webcam,8,936.92,7495.36,Central,John Doe
ORD-0546,2023-02-20,Global Industries,Mouse,7,585.4,4097.8,Central,Jane Smith
ORD-0547,2023-11-14,Global Industries,Laptop,3,132.84,398.52,Central,Charlie Wilson
ORD-0548,2023-02-06,Tech Solutions,Phone,3,435.02,1305.06,West,Charlie Wilson
ORD-0549,2023-10-07,Global Industries,Laptop,8,707.26,5658.08,Central,Alice Brown
ORD-0550,2023-05-23,Small Business,Laptop,1,930.42,930.42,North,John Doe
ORD-0551,2023-08-26,XYZ Inc,Tablet,1,377.56,377.56,Central,John Doe
ORD-0552,2023-09-05,Startup Co,Laptop,10,161.2,1612.0,Central,John Doe
ORD-0553,2023-11-29,Tech Solutions,Phone,4,858.5,3434.0,Central,Alice Brown
ORD-0554,2023-10-10,XYZ Inc,Webcam,10,556.9,5569.0,Central,Alice Brown
ORD-0555,2023-04-16,Enterprise Ltd,Tablet,7,427.38,2991.66,East,John Doe
ORD-0556,2023-09-24,Enterprise Ltd,Monitor,9,692.58,6233.22,East,Charlie Wilson
ORD-0557,2023-05-22,Tech Solutions,Laptop,8,966.91,7735.28,South,Charlie Wilson
ORD-0558,2023-04-03,Global Industries,Webcam,2,175.18,350.36,East,Charlie Wilson
ORD-0559,2023-08-06,Small Business,Keyboard,5,875.35,4376.75,Central,Alice Brown
ORD-0560,2023-10-11,Global Industries,Laptop,3,370.95,1112.85,South,Charlie Wilson
ORD-0561,2023-08-20,Global Industries,Webcam,2,398.04,796.08,West,Jane Smith
ORD-0562,2023-02-06,Enterprise Ltd,Monitor,8,93.54,748.32,West,Alice Brown
ORD-0563,2023-06-27,Small Business,Keyboard,3,825.02,2475.06,East,Charlie Wilson
ORD-0564,2023-09-03,Small Business,Monitor,8,916.56,7332.48,West,Jane Smith
ORD-0565,2023-01-02,Startup Co,Keyboard,6,925.4,5552.4,West,Jane Smith
ORD-0566,2023-10-14,Mega Corp,Phone,5,683.66,3418.2999999999997,East,John Doe
ORD-0567,2023-05-03,Mega Corp,Headphones,1,429.64,429.64,Central,Alice Brown
ORD-0568,2023-07-29,Tech Solutions,Webcam,7,179.16,1254.12,Central,Bob Johnson
ORD-0569,2023-08-28,Enterprise Ltd,Mouse,10,337.15,3371.5,North,Alice Brown
ORD-0570,2023-09-19,Small Business,Mouse,8,681.2,5449.6,East,Jane Smith
ORD-0571,2023-09-30,Tech Solutions,Webcam,8,307.96,2463.68,East,Alice Brown
ORD-0572,2023-09-03,Startup Co,Mouse,4,883.5,3534.0,East,Jane Smith
ORD-0573,2023-04-11,Acme Corp,Webcam,3,925.5,2776.5,North,Charlie Wilson
ORD-0574,2023-04-04,Acme Corp,Monitor,8,139.9,1119.2,East,Jane Smith
ORD-0575,2023-01-16,XYZ Inc,Laptop,7,468.99,3282.9300000000003,East,John Doe
ORD-0576,2023-11-20,XYZ Inc,Phone,6,822.33,4933.9800000000005,East,Bob Johnson
ORD-0577,2023-12-12,Global Industries,Phone,6,213.92,1283.52,West,Jane Smith
ORD-0578,2023-06-09,Tech Solutions,Monitor,2,391.99,783.98,Central,Jane Smith
ORD-0579,2023-05-25,Small Business,Monitor,5,127.67,638.35,North,Alice Brown
ORD-0580,2023-04-14,Acme Corp,Monitor,7,475.47,3328.29,North,Alice Brown
ORD-0581,2023-05-07,Tech Solutions,Phone,8,567.9,4543.2,North,John Doe
ORD-0582,2023-06-12,Small Business,Tablet,4,862.95,3451.8,East,Bob Johnson
ORD-0583,2023-04-01,Acme Corp,Laptop,6,34.59,207.54000000000002,Central,Jane Smith
ORD-0584,2023-02-07,Enterprise Ltd,Mouse,9,457.43,4116.87,West,Alice Brown
ORD-0585,2023-05-17,Global Industries,Tablet,5,349.18,1745.9,East,Bob Johnson
ORD-0586,2023-03-04,Acme Corp,Headphones,8,301.53,2412.24,East,Charlie Wilson
ORD-0587,2023-03-24,Startup Co,Laptop,5,357.43,1787.15,West,Bob Johnson
ORD-0588,2023-07-05,Global Industries,Tablet,8,486.2,3889.6,South,Charlie Wilson
ORD-0589,2023-12-26,Tech Solutions,Monitor,3,632.1,1896.3000000000002,West,John Doe
ORD-0590,2023-06-12,XYZ Inc,Mouse,9,966.86,8701.74,West,Bob Johnson
ORD-0591,2023-06-23,Global Industries,Webcam,2,273.35,546.7,South,John Doe
ORD-0592,2024-01-01,Acme Corp,Headphones,6,686.42,4118.5199999999995,East,John Doe
ORD-0593,2023-03-03,Mega Corp,Headphones,10,25.28,252.8,South,John Doe
